"player_id","match_id","kills","deaths","creep_score","gold_per_min","tower_kills","roshan_kills","team_fight","obs_wards_planted","camps_stacked","runes_grabbed","first_blood","stuns","total"
94054712,6215145875,1.8,3,0.369,0.908,1,1,2.14285719,1,0,0.5,0,2.01694775,13.73680494
38628747,6215145875,0.3,1.2,0.057,0.354,0,0,0.75,1,1,0,0,0,4.661
238239590,6215145875,1.5,2.1,0.456,0.896,0,0,1.875,0.5,1,2,0,0,10.327
126212866,6215145875,0.3,1.2,0.222,0.598,0,0,2.625,0,0,0,4,2.72820185,11.67320185
145550466,6215145875,0,1.8,0.015,0.292,0,0,1.125,3,2,0.5,0,0.7800659,9.5120659
97658618,6215145875,0.3,2.4,0.348,0.742,0,0,0.375,0,0.5,0.75,0,0,5.415
38628747,6215003374,0.9,1.8,0.426,0.794,0,0,1.56818175,2,1,1.25,0,4.295721,14.03390275
238239590,6215003374,4.5,2.1,1.578,1.664,7,1,2.11363632,0.5,1,3.75,0,0.6979853,25.90362162
126212866,6215003374,2.4,0.3,0.516,0.832,1,0,1.7045454,0,0,0.75,0,0,7.5025454
145550466,6215003374,0.6,2.1,0.078,0.596,0,0,1.97727282,8.5,0.5,1.25,0,1.74267215,17.34394497
97658618,6215003374,4.5,2.7,1.143,1.368,1,0,2.38636368,0,0,0.75,0,0,13.84736368
41231571,6215003374,1.2,0,0.711,0.776,1,0,1.95,0,0.5,1.5,4,3.4401175,15.0771175
12231202,6215003374,0.9,1.5,1.05,1.094,0,0,2.1,0.5,0.5,1.5,0,4.213192,13.357192
412753955,6215003374,3,1.5,1.347,1.21,1,1,1.8,0.5,0.5,0.75,0,0,12.607
18180970,6215003374,0.9,-0.6,0.279,0.518,0,0,1.95,3.5,3.5,1.5,0,0,11.547
94049589,6215003374,0,-0.6,0.291,0.536,0,0,2.1,5.5,0.5,2.25,0,2.23002185,12.80702185
41231571,6214924317,2.7,-0.6,0.744,1.166,0,0,1.88571435,0,1,2.25,4,0.892461,14.03817535
12231202,6214924317,1.2,1.5,1.149,0.97,1,0,1.8,0.5,0.5,3,0,2.3282486,13.9472486
412753955,6214924317,4.2,1.2,2.709,1.824,7,0,2.22857148,0,0.5,0.75,0,2.4110977,22.82266918
18180970,6214924317,1.8,0,0.216,0.592,0,0,2.48571432,0.5,3,1.25,0,0,9.84371432
94049589,6214924317,0.6,-1.2,0.084,0.582,0,0,1.88571435,13.5,0.5,2.5,0,7.19659,25.64830435
38628747,6214924317,0.9,0.3,0.849,0.832,0,0,2.1702126,1,4,1,0,3.399905,14.4511176
238239590,6214924317,5.7,1.2,2.052,1.504,5,3,2.2340424,0.5,1.5,3,0,2.448235,28.1382774
126212866,6214924317,3.3,0.9,1.173,1.112,0,0,2.61702132,0,0.5,1.25,0,4.244588,15.09660932
145550466,6214924317,1.5,0.6,0.075,0.656,0,0,2.04255312,13,1.5,1.5,0,3.18338625,24.05693937
97658618,6214924317,2.7,1.5,1.668,1.27,1,2,2.61702132,0,1.5,2,0,2.569256,18.82427732
38628747,6214070564,1.5,1.8,0.117,0.642,0,0,2.2058823,3,0,0.5,4,1.81108265,15.57596495
238239590,6214070564,3.9,2.7,0.822,1.212,1,1,2.0294118,0,0,3.25,0,2.0309335,17.9443453
126212866,6214070564,0.9,2.7,0.54,0.886,2,0,1.2352941,0,0.5,0.75,0,0.857896,10.3691901
145550466,6214070564,2.1,2.4,0.078,0.694,0,0,2.2058823,4.5,0,0.25,0,0,12.2278823
97658618,6214070564,1.5,2.4,1.44,1.69,4,1,1.5,0.5,1,1.5,0,0.1505127,16.6805127
186837494,6214070564,0.6,0,0.081,0.426,0,0,2.1,4,0,1,0,0.63684685,8.84384685
95825708,6214070564,0.6,2.1,1.029,1.078,1,0,0.6,0,0.5,0.25,0,0.033320315,7.190320315
59463394,6214070564,0.6,1.5,0.9,1.038,0,0,1.2,1,1.5,1.5,0,0,9.238
349310876,6214070564,0,0.6,0.165,0.548,0,0,1.2,2.5,0.5,0.75,0,0.63564455,6.89864455
407321629,6214070564,0.9,0.6,0.513,0.756,0,0,1.8,0,0,0.75,0,1.14953975,6.46853975
186837494,6213959825,1.5,-1.2,0.198,0.532,0,0,1.4444445,7,0.5,0.25,0,0.21740285,10.44184735
95825708,6213959825,3.3,1.8,1.947,1.558,3,0,1.8888888,0,2.5,1,4,0,20.9938888
59463394,6213959825,1.2,1.5,0.804,0.852,0,0,1.4444445,0.5,0.5,4.25,0,2.1788229,13.2292674
349310876,6213959825,0.9,0,0.246,0.608,0,0,2.4444444,4,0.5,2,0,0,10.6984444
407321629,6213959825,0.9,1.2,0.78,0.81,0,0,2.0000001,0,0,0.5,0,1.4831197,7.6731198
38628747,6213959825,0.6,0,0.09,0.488,0,0,1.84615392,2,1.5,1,0,0.64051515,8.16466907
238239590,6213959825,3.9,2.7,1.485,1.46,0,1,2.0769231,0.5,1.5,1.5,0,1.7994629,17.921386
126212866,6213959825,1.5,1.8,0.603,0.83,1,0,2.53846158,0,0.5,1.5,0,1.1670209,11.43848248
145550466,6213959825,1.5,0.3,0.102,0.666,0,0,2.15384619,8.5,0.5,0.25,0,0,13.97184619
97658618,6213959825,4.2,2.1,1.455,1.466,8,1,2.0000001,0,1.5,2.5,0,0.09498047,24.31598057
38628747,6213155110,1.5,1.8,0.216,0.784,1,0,2.76315789,1.5,1,1,0,6.5303185,18.09347639
238239590,6213155110,3.3,2.7,0.993,1.322,2,0,1.8157896,0,1.5,3.25,4,1.21504765,22.09583725
126212866,6213155110,3,1.8,0.405,0.936,0,0,2.2894737,0,0,0.5,0,0.023880625,8.954354325
145550466,6213155110,0.9,1.5,0.105,0.576,0,0,1.73684211,6,1.5,0.75,0,0,13.06784211
97658618,6213155110,2.7,2.7,0.681,1.132,2,0,2.1315789,0,1,1.25,0,0,13.5945789
148215639,6213155110,1.5,2.1,1.104,1.284,1,0,1.8,0,0,0.25,0,0,9.038
89423756,6213155110,0.6,-0.6,0.111,0.464,0,1,2.4,4,0,1.25,0,1.2033573,10.4283573
129958758,6213155110,1.5,1.5,0.441,0.708,1,0,1.8,0,0,0.75,0,1.32938615,9.02838615
207829314,6213155110,0.3,0.3,0.129,0.416,0,0,2.6000001,3,0.5,0.25,0,0.28045683,7.77545693
182439266,6213155110,0.6,0.3,0.447,0.7,0,0,1.60000008,0.5,0,1.5,0,0,5.64700008
148215639,6213087580,0.6,1.5,1.134,1.15,1,0,2.18181825,0,0,0.5,0,3.2054145,11.27123275
89423756,6213087580,0.3,1.2,0.192,0.454,0,0,0.54545457,6,0.5,2,0,0,11.19145457
129958758,6213087580,0.6,2.7,0.699,0.774,2,0,1.63636368,0,0,1,0,0.234942625,9.644306305
207829314,6213087580,1.2,1.8,0.168,0.598,0,1,2.72727282,2,2,1,0,0.7599265,13.25319932
182439266,6213087580,0.6,1.8,0.54,0.788,1,0,2.18181825,0.5,0.5,1,0,4.69767875,13.607497
38628747,6213087580,2.1,1.8,0.333,0.668,0,0,2.4,1.5,4.5,0.75,0,0.45543825,14.50643825
238239590,6213087580,2.7,3,1.341,1.322,1,0,2.85,0,1.5,4.25,4,3.300826,25.263826
126212866,6213087580,0.6,2.7,0.684,0.848,0,0,2.55,0,0,0.5,0,2.46601485,10.34801485
145550466,6213087580,0,1.5,0.054,0.53,0,0,1.5,8,2.5,0.25,0,2.0701378,16.4041378
97658618,6213087580,0.6,2.7,1.716,1.616,7,1,1.95,0,2,0.5,0,0,19.082
38628747,6212811820,1.2,2.1,0.402,0.706,0,0,2.25,0.5,0.5,0.75,0,5.4795235,13.8875235
238239590,6212811820,5.4,1.5,1.395,1.472,8,3,2.0000001,0.5,1,1.75,0,1.48162105,27.49862115
126212866,6212811820,1.8,0.3,0.663,1.192,0,0,1.7499999,0,0,0.5,0,1.8308054,8.0358053
97658618,6212811820,6,3,1.254,1.332,2,0,2.5625001,0,0.5,2,0,0,18.6485001
145550466,6212811820,0,1.2,0.078,0.548,0,0,1.5624999,9,2.5,1,0,0,15.8884999
138857296,6212811820,0.3,0.9,0.759,0.786,0,0,1.43478261,0.5,0,0.75,0,1.8608738,7.29065641
168028715,6212811820,1.8,1.8,1.455,1.388,2,0,2.0869566,0,0,1.5,0,1.35627125,13.38622785
139876032,6212811820,0.6,-1.2,0.132,0.488,0,0,1.95652182,7,1,1.25,4,4.55840075,19.78492257
202217968,6212811820,2.7,-0.3,0.831,1.008,1,0,2.0869566,0,0,3.75,0,0.719458,11.7954146
101259972,6212811820,1.5,-0.9,0.081,0.536,0,0,2.21739132,3,1,1.5,0,1.4514635,10.38585482
138857296,6212734541,1.8,2.4,0.567,0.892,0,0,1.69999998,0,0,1,0,2.24328615,10.60228613
168028715,6212734541,2.7,2.7,0.759,1.178,2,0,1.8999999,0,1.5,0.75,0,1.032114,14.5191139
202217968,6212734541,3.3,2.4,0.9,1.244,4,0,2.20000005,0,0,4,0,2.3427795,20.38677955
139876032,6212734541,0.9,2.7,0.105,0.558,1,0,1.8,4,1.5,0.25,0,4.54114,17.35414
101259972,6212734541,0.3,2.4,0.051,0.564,0,0,2.1,4,0,0,0,0,9.415
38628747,6212734541,0.6,0.9,0.234,0.526,0,0,2.57142861,2,1.5,1,0,4.6573035,13.98873211
238239590,6212734541,0.3,1.5,0.663,0.868,0,0,1.28571429,0.5,0.5,1,0,2.39649065,9.01320494
126212866,6212734541,0.3,0.3,0.438,0.626,0,0,2.57142861,0,0,1,0,2.3316168,7.56704541
145550466,6212734541,0.3,1.2,0.063,0.448,0,0,2.14285719,5,0.5,0.75,0,3.693784,14.09764119
97658618,6212734541,0.6,2.1,0.942,1.046,3,1,1.28571429,0,0.5,0.75,4,0,15.22371429
38628747,6170849397,0.9,0,0.252,0.538,0,0,1.7307693,1.5,1,1,4,0.134176265,11.054945565
238239590,6170849397,2.4,1.8,0.984,1.036,0,0,1.7307693,0.5,0.5,2,0,2.4117304,13.3624997
126212866,6170849397,1.2,0.9,0.606,0.8,0,0,1.96153842,0,0,0.5,0,3.09336985,9.06090827
145550466,6170849397,0.3,0.3,0.036,0.394,0,0,1.38461538,7,2,0.25,0,4.1538485,15.81846388
97658618,6170849397,3,2.1,1.449,1.408,2,0,1.84615392,0,0,0.75,0,1.8615898,14.41474372
113331514,6170849397,0.6,0.6,0.21,0.63,0,0,1.3125,7,4,0,0,0,14.3525
321580662,6170849397,3,2.4,1.581,1.668,6,2,2.4375,0,1.5,0.75,0,2.0980053,23.4345053
431770905,6170849397,3.9,2.4,0.828,1.134,0,0,2.71875,0.5,1.5,5.25,0,6.4038635,24.6346135
256156323,6170849397,0.9,0.9,0.147,0.542,1,0,1.3125,2,2,0.5,0,2.1571805,11.4586805
302214028,6170849397,1.2,0.9,0.438,0.734,1,0,1.96875,0,0,0.75,0,0,6.99075
38628747,6170759302,0.3,0,0.237,0.558,0,0,1.5,1,2,0.5,0,0.2508545,6.3458545
238239590,6170759302,1.2,1.2,0.858,0.854,0,0,2.25,0,3,2,0,2.99635675,14.35835675
126212866,6170759302,1.5,1.2,1.104,1.052,3,0,2.7500001,0,0,0.5,0,0.189953615,11.295953715
145550466,6170759302,0.6,0.3,0.066,0.42,0,0,1.7499999,9.5,1,0,0,2.131632,15.7676319
97658618,6170759302,0,1.2,1.347,1.124,0,0,1.5,0,1,1,0,0.8495645,8.0205645
113331514,6170759302,1.2,1.5,0.198,0.746,0,0,1.37837835,7,7.5,0.5,4,1.2462158,25.26859415
321580662,6170759302,3.6,2.4,1.653,1.632,6,2,1.8648648,0,2,1,0,0.66225585,22.81212065
431770905,6170759302,3.9,2.7,1.473,1.42,0,0,2.1081081,1,1,5.75,0,1.9182165,21.2693246
256156323,6170759302,0.6,1.8,0.144,0.538,0,0,1.8648648,1.5,0.5,0.75,0,0.9369281,8.6337929
302214028,6170759302,1.8,2.7,0.948,1.06,2,0,1.7837838,0,0.5,1,0,2.3899994,14.1817832
113331514,6170660632,1.2,0,0.168,0.56,0,0,2.4,5.5,0.5,0.5,0,0.5443115,11.3723115
321580662,6170660632,0,1.5,0.819,0.886,0,0,1.2,0,0,0.75,0,0.327101515,5.482101515
431770905,6170660632,0.9,2.4,0.912,1.064,1,0,2.4,1,0.5,2.5,0,0,12.676
256156323,6170660632,0,0,0.246,0.506,0,0,2.1,1.5,1,1.25,0,4.304214,10.906214
302214028,6170660632,0.9,0.3,0.45,0.654,2,0,3,0,0.5,1,0,1.5973812,10.4013812
38628747,6170660632,1.8,1.8,0.354,0.736,0,0,2.0000001,1,2.5,0.5,0,1.567223,12.2572231
238239590,6170660632,3.6,2.4,1.074,1.244,1,0,2.0833332,0.5,0,4,4,2.8149637,22.7162969
126212866,6170660632,2.4,2.4,1.065,1.228,4,0,2.6666667,0,0,0.25,0,0.2307871,14.2404538
145550466,6170660632,0.3,2.4,0.081,0.534,0,0,1.00000002,8,1,1,0,0,14.31500002
97658618,6170660632,2.7,3,1.059,1.358,4,2,2.0833332,0,1,0.75,0,2.3059115,20.2562447
898754153,6168983552,2.1,2.4,2.076,1.562,4,2,2.2105263,0,0.5,1.5,0,1.54682615,19.89535245
98887913,6168983552,2.4,0.3,1.557,1.306,3,0,2.52631581,0.5,0,2.25,0,5.132794,18.97210981
118134220,6168983552,0.9,0.3,0.996,0.902,0,0,2.3684211,0.5,0.5,1.5,0,2.1769325,10.1433536
157475523,6168983552,0.3,1.5,0.102,0.468,0,0,2.52631581,2,2,1.75,0,0.59127495,11.23759076
111114687,6168983552,0,-0.9,0.111,0.484,0,0,1.5789474,10.5,4,1,0,8.864447,25.6383944
38628747,6168983552,1.8,2.1,0.594,0.77,0,0,2.1315789,2,2,1,0,3.3181795,15.7137584
238239590,6168983552,3.3,2.1,1.719,1.258,3,0,1.97368419,0.5,2,3.75,0,0,19.60068419
126212866,6168983552,1.2,2.4,1.011,0.946,1,0,1.97368419,0,1.5,1.5,0,5.327678,16.85836219
145550466,6168983552,0.6,0.9,0.141,0.568,0,0,1.8157896,10.5,1.5,1,4,2.4947546,23.5195442
97658618,6168983552,4.2,1.8,1.485,1.23,2,2,1.8157896,0,0.5,3.25,0,0.41642285,18.69721245
898754153,6168849197,2.1,1.8,1.101,1.292,2,0,1.94117652,0,1.5,0.5,0,1.17901175,13.41318827
98887913,6168849197,0.6,0,0.507,0.742,2,0,1.7647059,1,0,1.25,0,0,7.8637059
118134220,6168849197,1.5,0,0.621,0.804,1,0,1.7647059,0,0.5,0.75,0,4.334812,11.2745179
157475523,6168849197,0.6,0.6,0.432,0.698,0,0,1.41176472,2,1.5,1,0,2.801266,11.04303072
111114687,6168849197,0.3,-0.3,0.153,0.492,0,0,1.7647059,5.5,1,1.25,0,0.04746216,10.20716806
38628747,6168849197,2.7,2.7,0.42,0.828,1,0,2.30232561,1.5,2,1.25,4,2.0755518,20.77587741
238239590,6168849197,5.1,2.4,0.753,1.196,0,0,2.44186038,0,0,2.75,0,2.6091575,17.25001788
126212866,6168849197,2.4,0.9,0.657,1.054,1,0,2.23255812,0,0.5,0.5,0,1.5633683,10.80692642
145550466,6168849197,0.9,0.9,0.09,0.64,0,0,2.1627906,7,1,0.25,0,4.681807,17.6245976
97658618,6168849197,1.8,2.7,1.161,1.374,6,2,1.67441868,0,1,2,0,0.865814,20.57523268
