team_id,team_name,team_tag
8272699,Simply TOOBASED,2B
39,Evil Geniuses,EG
8260983,TSM FTX,TSM FTX
8604954,DogChamp,Dog
8376426,Wildcard Gaming,WC
8205424,The Cut,TC
7390454,Quincy Crew,QCY
