player_id,series_id,series_type,match_id,start_time,win,kills,deaths,creep_score,gold_per_min,tower_kills,roshan_kills,team_fight,obs_wards_planted,camps_stacked,runes_grabbed,first_blood,stuns,total
86745912,756512,1,7044685001,1677974131,0,0.6,0.3,1.047,1.038,0,0,1.15385,0,1.5,0.5,0,0.98099,7.11983
154715080,756512,1,7044685001,1677974131,0,1.8,0.3,0.825,0.948,0,0,3,1,0.5,3,0,1.82275,13.19575
126212866,756512,1,7044685001,1677974131,0,0.3,-0.3,0.942,0.976,2,0,2.07692,1,0,1.5,0,3.85222,12.34715
94155156,756512,1,7044685001,1677974131,0,0.6,-0.6,0.132,0.51,0,0,2.07692,3,1,0.25,0,2.26482,9.23374
25907144,756512,1,7044685001,1677974131,0,0.6,0,0.204,0.568,0,0,1.84615,5.5,1,1.75,0,4.51662,15.98477
100471531,756512,1,7044685001,1677974131,1,3.9,2.7,0.954,1.192,0,0,1.58824,0,0.5,0.75,4,2.64017,18.22441
301750126,756512,1,7044685001,1677974131,1,3.6,1.8,0.831,1.072,2,0,1.64706,0.5,0.5,2.25,0,1.95534,16.1554
101259972,756512,1,7044685001,1677974131,1,0.9,2.4,0.15,0.614,0,0,1.76471,8,1,1.5,0,2.51794,18.84664
375507918,756512,1,7044685001,1677974131,1,3.6,2.4,1.347,1.476,1,2,2.76471,0,0,1.25,0,0.18062,16.01833
193815691,756512,1,7044685001,1677974131,1,3,1.8,0.348,0.856,3,0,1.94118,2,0,2,0,3.13617,18.08134
86745912,756512,1,7044626645,1677969391,1,3.9,2.4,1.44,1.47,0,3,2.09302,0,0.5,1,4,1.06362,20.86665
154715080,756512,1,7044626645,1677969391,1,3,2.4,1.248,1.292,0,0,2.44186,1,1.5,5.25,0,1.02269,19.15455
126212866,756512,1,7044626645,1677969391,1,3.9,2.1,1.749,1.698,7,0,2.30233,0,0,1.5,0,5.95088,26.20021
94155156,756512,1,7044626645,1677969391,1,1.5,1.8,0.345,0.772,0,0,1.60465,4,1.5,1,0,1.96755,14.48921
