node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,time
1,,3,0,0,2163,111474,1655827200
2,,3,0,0,2163,1838315,1656432000
3,,3,0,0,2163,2586976,1657717200
4,,3,0,0,2163,8291895,1656172800
5,,3,0,0,2163,8599101,1655222400
6,,3,0,0,2163,8605863,1657112400
7,,3,0,0,2163,8687717,1654952400
8,,3,0,0,111474,1838315,1654963200
9,,3,0,0,111474,2586976,1657026000
10,,3,0,0,111474,8291895,1654693200
11,,3,0,0,111474,8599101,1656777600
12,,3,0,0,111474,8605863,1657382400
13,,3,0,0,111474,8687717,1656421200
14,,3,0,0,1838315,2586976,1654606800
15,,3,0,0,1838315,8291895,1655816400
16,,3,0,0,1838315,8599101,1657036800
17,,3,0,0,1838315,8605863,1656162000
18,,3,0,0,1838315,8687717,1657630800
19,,3,0,0,2586976,8291895,1655211600
20,,3,0,0,2586976,8599101,1655902800
21,,3,0,0,2586976,8605863,1655557200
22,,3,0,0,2586976,8687717,1656766800
23,,3,0,0,8291895,8599101,1657641600
24,,3,0,0,8291895,8605863,1656507600
25,,3,0,0,8291895,8687717,1657371600
26,,3,0,0,8599101,8605863,1654617600
27,,3,0,0,8599101,8687717,1655568000
28,,3,0,0,8605863,8687717,1655298000
