team_id,team_name,team_tag
4,EHOME,EHOME
5,INVICTUS GAMING,IG
15,PSG.LGD,PSG.LGD
1520578,Dawn Gaming,Dawn
6209166,Team Aster,Aster
6209804,Knights,Knights
7453020,Aster.Aries,Aries
8261500,Xtreme Gaming,XG
