node_group_id,node_group_name,node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,team_wins_1,team_wins_2,time
2,Round Robin,1,,3,0,0,4,5,2,0,1672905600
2,Round Robin,2,,3,0,0,4,15,0,0,1673510400
2,Round Robin,3,,3,0,0,4,1520578,2,0,1673078400
2,Round Robin,4,,3,0,0,4,6209166,0,0,1673769600
2,Round Robin,5,,3,0,0,4,6209804,0,0,1675324800
2,Round Robin,6,,3,0,0,4,7453020,0,0,1675238400
2,Round Robin,7,,3,0,0,4,8261500,0,2,1673337600
2,Round Robin,8,,3,0,0,5,15,0,0,1673780400
2,Round Robin,9,,3,0,0,5,1520578,2,0,1673154000
2,Round Robin,10,,3,0,0,5,6209166,0,0,1675249200
2,Round Robin,11,,3,0,0,5,6209804,0,2,1673089200
2,Round Robin,12,,3,0,0,5,7453020,0,0,1673694000
2,Round Robin,13,,3,0,0,5,8261500,0,0,1675335600
2,Round Robin,14,,3,0,0,15,1520578,2,0,1672916400
2,Round Robin,15,,3,0,0,15,6209166,0,0,1675422000
2,Round Robin,16,,3,0,0,15,6209804,0,2,1673348400
2,Round Robin,17,,3,0,0,15,7453020,2,0,1673164800
2,Round Robin,18,,3,0,0,15,8261500,0,0,1675162800
2,Round Robin,19,,3,0,0,1520578,6209166,0,0,1673683200
2,Round Robin,20,,3,0,0,1520578,6209804,0,0,1675152000
2,Round Robin,21,,3,0,0,1520578,7453020,0,0,1675411200
2,Round Robin,22,,3,0,0,1520578,8261500,0,0,1673942400
2,Round Robin,23,,3,0,0,6209166,6209804,2,1,1672992000
2,Round Robin,24,,3,0,0,6209166,7453020,0,0,1673521200
2,Round Robin,25,,3,0,0,6209166,8261500,2,1,1673175600
2,Round Robin,26,,3,0,0,6209804,7453020,0,0,1673953200
2,Round Robin,27,,3,0,0,6209804,8261500,0,0,1673758800
2,Round Robin,28,,3,0,0,7453020,8261500,1,2,1673002800
