player_id,player_name,team_id,player_role
76904792,poloson,5,Support
108221389,Redpanda,7453020,Support
111114687,WhyouSm1Le,15,Support
117731777,XCJ,6209804,Support
118233883,AlaCrity-,6209804,Mid
119535307,Felixciaoba,6209804,Support
129958758,Xxs,6209166,Core
130503714,Docres,1520578,Core
136178375,Lww,4,Support
136421659,qyqx,5,Support
137193239,Paparazi灬,8261500,Mid
138543123,Pyw,8261500,Support
138857296,JT-,8261500,Core
138885864,Son Goku,1520578,Support
143693439,Dy,8261500,Support
148215639,Monet,6209166,Core
150961567,planet,15,Support
164530809,Salad,4,Support
165178538,生死,7453020,Core
171211166,siumang333,1520578,Core
173978074,NothingToSay,15,Mid
181563525,Ms,1520578,Support
183378746,皮球,6209166,Support
186627166,Flyby,6209804,Core
199222238,Dust,5,Core
202217968,Emo,5,Mid
206642367,Ghost,8261500,Core
207829314,BoBoKa,6209166,Support
220154695,mks-,4,Core
223344914,Irving,5,Core
230617400,Night,4,Mid
242837510,ex,1520578,Mid
250547284,Ulu,7453020,Core
255219872,Xwy,6209166,Mid
320252024,shiro,15,Core
363724571,xiaoyu,4,Core
373520478,White_Album白学家,7453020,Mid
376376587,eGo,6209804,Core
391423488,TK,7453020,Support
1171877280,项羽,15,Core
