node_group_id,node_group_name,node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,team_wins_1,team_wins_2,time
2,Group A,43,,2,0,0,4,15,0,2,1677351600
2,Group A,44,,2,0,0,4,7119388,1,1,1677337200
2,Group A,45,,2,0,0,4,8254145,1,1,1677178800
2,Group A,46,,2,0,0,4,8255756,1,1,1677250800
2,Group A,47,,2,0,0,4,8260983,0,2,1677265200
2,Group A,48,,2,0,0,4,8291895,0,2,1677092400
2,Group A,49,,2,0,0,4,8597976,0,2,1677423600
2,Group A,50,,2,0,0,4,8599101,0,2,1677164400
2,Group A,51,,2,0,0,15,7119388,1,1,1677164400
2,Group A,52,,2,0,0,15,8254145,1,1,1677337200
2,Group A,53,,2,0,0,15,8255756,1,1,1677078000
2,Group A,54,,2,0,0,15,8260983,0,2,1677092400
2,Group A,55,,2,0,0,15,8291895,2,0,1677250800
2,Group A,56,,2,0,0,15,8597976,1,1,1677265200
2,Group A,57,,2,0,0,15,8599101,0,2,1677423600
2,Group A,58,,2,0,0,7119388,8254145,2,0,1677423600
2,Group A,59,,2,0,0,7119388,8255756,2,0,1677178800
2,Group A,60,,2,0,0,7119388,8260983,2,0,1677078000
2,Group A,61,,2,0,0,7119388,8291895,2,0,1677351600
2,Group A,62,,2,0,0,7119388,8597976,1,1,1677250800
2,Group A,63,,2,0,0,7119388,8599101,0,2,1677092400
2,Group A,64,,2,0,0,8254145,8255756,1,1,1677351600
2,Group A,65,,2,0,0,8254145,8260983,1,1,1677250800
2,Group A,66,,2,0,0,8254145,8291895,1,1,1677078000
2,Group A,67,,2,0,0,8254145,8597976,0,2,1677092400
2,Group A,68,,2,0,0,8254145,8599101,1,1,1677265200
2,Group A,69,,2,0,0,8255756,8260983,2,0,1677423600
2,Group A,70,,2,0,0,8255756,8291895,2,0,1677265200
2,Group A,71,,2,0,0,8255756,8597976,1,1,1677164400
2,Group A,72,,2,0,0,8255756,8599101,2,0,1677337200
2,Group A,73,,2,0,0,8260983,8291895,0,2,1677164400
2,Group A,74,,2,0,0,8260983,8597976,0,2,1677178800
2,Group A,75,,2,0,0,8260983,8599101,1,1,1677351600
2,Group A,76,,2,0,0,8291895,8597976,2,0,1677337200
2,Group A,77,,2,0,0,8291895,8599101,0,2,1677178800
2,Group A,78,,2,0,0,8597976,8599101,1,1,1677078000
3,Group B,79,,2,0,0,39,2163,0,2,1677358800
3,Group B,80,,2,0,0,39,6209166,1,1,1677099600
3,Group B,81,,2,0,0,39,6209804,1,1,1677272400
3,Group B,82,,2,0,0,39,7422789,2,0,1677186000
3,Group B,83,,2,0,0,39,8169775,1,1,1677258000
3,Group B,84,,2,0,0,39,8254400,2,0,1677430800
3,Group B,85,,2,0,0,39,8255888,2,0,1677085200
3,Group B,86,,2,0,0,39,8605863,1,1,1677171600
3,Group B,87,,2,0,0,2163,6209166,2,0,1677430800
3,Group B,88,,2,0,0,2163,6209804,2,0,1677171600
3,Group B,89,,2,0,0,2163,7422789,2,0,1677085200
3,Group B,90,,2,0,0,2163,8169775,1,1,1677272400
3,Group B,91,,2,0,0,2163,8254400,2,0,1677344400
3,Group B,92,,2,0,0,2163,8255888,1,1,1677099600
3,Group B,93,,2,0,0,2163,8605863,2,0,1677186000
3,Group B,94,,2,0,0,6209166,6209804,2,0,1677358800
3,Group B,95,,2,0,0,6209166,7422789,0,2,1677272400
3,Group B,96,,2,0,0,6209166,8169775,2,0,1677344400
3,Group B,97,,2,0,0,6209166,8254400,1,1,1677085200
3,Group B,98,,2,0,0,6209166,8255888,1,1,1677171600
3,Group B,99,,2,0,0,6209166,8605863,1,1,1677258000
3,Group B,100,,2,0,0,6209804,7422789,0,2,1677430800
3,Group B,101,,2,0,0,6209804,8169775,0,2,1677186000
3,Group B,102,,2,0,0,6209804,8254400,0,2,1677258000
3,Group B,103,,2,0,0,6209804,8255888,0,2,1677344400
3,Group B,104,,2,0,0,6209804,8605863,0,2,1677099600
3,Group B,105,,2,0,0,7422789,8169775,0,2,1677099600
3,Group B,106,,2,0,0,7422789,8254400,1,1,1677171600
3,Group B,107,,2,0,0,7422789,8255888,2,0,1677258000
3,Group B,108,,2,0,0,7422789,8605863,0,2,1677344400
3,Group B,109,,2,0,0,8169775,8254400,0,2,1677358800
3,Group B,110,,2,0,0,8169775,8255888,1,1,1677430800
3,Group B,111,,2,0,0,8169775,8605863,0,2,1677085200
3,Group B,112,,2,0,0,8254400,8255888,1,1,1677186000
3,Group B,113,,2,0,0,8254400,8605863,1,1,1677272400
3,Group B,114,,2,0,0,8255888,8605863,0,2,1677358800
7,Playoffs,147,,3,0,0,8599101,6209166,2,0,1677596400
7,Playoffs,148,,3,0,0,8605863,8255756,2,0,1677607200
7,Playoffs,149,,3,0,0,7119388,39,1,2,1677618000
7,Playoffs,150,,3,0,0,2163,8597976,2,0,1677628800
7,Playoffs,151,,3,147,148,8599101,8605863,0,0,1677780000
7,Playoffs,152,,3,149,150,39,2163,0,0,1677790800
7,Playoffs,153,,3,151,152,0,0,0,0,1677952800
7,Playoffs,154,,5,153,168,0,0,0,0,1678046400
7,Playoffs,155,,3,0,0,0,0,0,0,0
7,Playoffs,156,,3,0,0,0,0,0,0,0
7,Playoffs,157,,3,0,0,0,0,0,0,0
7,Playoffs,158,,3,0,0,0,0,0,0,0
7,Playoffs,159,,3,147,155,6209166,8291895,2,1,1677682800
7,Playoffs,160,,3,148,156,8255756,8254400,2,0,1677693600
7,Playoffs,161,,3,149,157,7119388,15,2,1,1677704400
7,Playoffs,162,,3,150,158,8597976,7422789,1,0,1677769200
7,Playoffs,163,,3,159,160,6209166,8255756,0,0,1677855600
7,Playoffs,164,,3,161,162,7119388,0,0,0,1677862800
7,Playoffs,165,,3,152,163,0,0,0,0,1677880800
7,Playoffs,166,,3,151,164,0,0,0,0,1677942000
7,Playoffs,167,,3,165,166,0,0,0,0,1677967200
7,Playoffs,168,,3,153,167,0,0,0,0,1678032000
