node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,time
1,Alliance vs. Liquid,3,0,0,2163,111474,1642514400
2,Team Secret vs Team Liquid,3,0,0,2163,1838315,1640106000
3,OG vs Team Liquid,3,0,0,2163,2586976,1638896400
4,Team Liquid vs Tundra Esports,3,0,0,2163,8291895,1639576800
5,Liquid vs Nigma ,3,0,0,2163,7554697,1641909600
6,Coolguys vs Team Liquid,3,0,0,2163,8598999,1638367200
7,Team Liquid vs Team Tickles,3,0,0,2163,8599101,1639231200
8,Alliance vs Team Secret,3,0,0,111474,1838315,1638637200
9,Alliance vs. OG,3,0,0,111474,2586976,1641996000
10,Alliance vs Tundra Esports,3,0,0,111474,8291895,1638280800
11,Alliance vs Nigma Galaxy,3,0,0,111474,7554697,1641391200
12,Alliance vs Coolguys,3,0,0,111474,8598999,1639490400
13,Alliance vs Team Tickles,3,0,0,111474,8599101,1639836000
14,OG vs Team Secret,3,0,0,1838315,2586976,1638291600
15,Team Secret vs Tundra Esports,3,0,0,1838315,8291895,1639242000
16,Nigma Galaxy vs Team Secret,3,0,0,1838315,7554697,1639846800
17,Coolguys vs. Team Secret,3,0,0,1838315,8598999,1641920400
18,Team Secret vs Team Tickles,3,0,0,1838315,8599101,1642525200
19,Tundra vs. OG,3,0,0,2586976,8291895,1642600800
20,Nigma Galaxy vs OG,3,0,0,2586976,7554697,1639501200
21,Coolguys vs OG,3,0,0,2586976,8598999,1640095200
22,OG vs Team Tickles,3,0,0,2586976,8599101,1641661200
23,Tundra Esports vs Nigma Galaxy,3,0,0,8291895,7554697,1638885600
24,Tundra Esports vs Coolguys,3,0,0,8291895,8598999,1641650400
25,Tickles vs. Tundra,3,0,0,8291895,8599101,1642255200
26,Nigma vs. Coolguys,3,0,0,7554697,8598999,1642266000
27,Team Tickles vs Nigma Galaxy,3,0,0,7554697,8599101,1638626400
28,Team Tickles vs Coolguys,3,0,0,8598999,8599101,1638972000
