team_id,team_name,team_tag
39,Evil Geniuses,EG
7390454,Quincy Crew,QCY
7819028,4 Zoomers,4Zs
8180753,Arkosh Gaming,ARKOSH
8260932,Black N Yellow,BnY
8260983,TSM FTX,TSM FTX
8272699,Simply TOOBASED,2B
8376426,Wildcard Gaming,WC
