node_group_id,node_group_name,node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,team_wins_1,team_wins_2,time
2,Round Robin,1,Match 15,3,0,0,7732977,8214850,0,2,1684926000
2,Round Robin,2,Match 26,3,0,0,7732977,8244493,0,0,1685692800
2,Round Robin,3,Match 12,3,0,0,7732977,8254145,1,2,1684753200
2,Round Robin,4,Match 19,3,0,0,7732977,8261554,0,1,1685336400
2,Round Robin,5,Match 8,3,0,0,7732977,8597976,0,0,1684483200
2,Round Robin,6,Match 3,3,0,0,7732977,8668460,0,2,1684148400
2,Round Robin,7,Match 23,3,0,0,7732977,8736661,2,0,1685520000
2,Round Robin,8,Match 6,3,0,0,8214850,8244493,2,1,1684321200
2,Round Robin,9,Match 2,3,0,0,8214850,8254145,2,1,1684137600
2,Round Robin,10,Match 24,3,0,0,8214850,8261554,0,0,1685530800
2,Round Robin,11,Match 11,3,0,0,8214850,8597976,2,0,1684742400
2,Round Robin,12,Match 20,3,0,0,8214850,8668460,0,0,1685347200
2,Round Robin,13,Match 25,3,0,0,8214850,8736661,0,0,1685682000
2,Round Robin,14,Match 22,3,0,0,8244493,8254145,0,0,1685509200
2,Round Robin,15,Match 9,3,0,0,8244493,8261554,2,1,1684494000
2,Round Robin,16,Match 18,3,0,0,8244493,8597976,0,2,1685098800
2,Round Robin,17,Match 28,3,0,0,8244493,8668460,0,2,1685941200
2,Round Robin,18,Match 21,3,0,0,8244493,8736661,0,0,1685358000
2,Round Robin,19,Match 13,3,0,0,8254145,8261554,2,1,1684904400
2,Round Robin,20,Match 27,3,0,0,8254145,8597976,0,0,1685703600
2,Round Robin,21,Match 7,3,0,0,8254145,8668460,0,2,1684472400
2,Round Robin,22,Match 17,3,0,0,8254145,8736661,2,0,1685088000
2,Round Robin,23,Match 1,3,0,0,8261554,8597976,0,2,1684126800
2,Round Robin,24,Match 16,3,0,0,8261554,8668460,0,0,1685077200
2,Round Robin,25,Match 5,3,0,0,8261554,8736661,2,0,1684310400
2,Round Robin,26,Match 4,3,0,0,8597976,8668460,2,0,1684299600
2,Round Robin,27,Match 14,3,0,0,8597976,8736661,2,0,1684915200
2,Round Robin,28,Match 10,3,0,0,8668460,8736661,0,2,1684731600
