player_id,player_name,team_id,player_role
6922000,pieliedie,8244493,Undefined
48594480,xsilearn,8668460,Undefined
87012746,kpii,8597976,Undefined
91369376,mizu,8572181,Undefined
94281932,Karl,8214850,Undefined
100471531,J,350190,Undefined
100594231,skem,7732977,Undefined
101460882,Boombui,8572181,Undefined
102099826,DJ,350190,Undefined
104512126,Lelouch-,8525778,Undefined
108717482,Roger,8668460,Undefined
113152484,Nevermine,8525778,Undefined
113457795,MooN,8244493,Undefined
116585378,MidOne,8244493,Undefined
118233883,AlaCrity-,8572181,Undefined
119576842,- ah fu -,8244493,Undefined
121404228,Xepher,8214850,Undefined
127077041,Xavius,8525778,Undefined
132309493,Raven,350190,Undefined
135495981,Raging-_-Potato,8244493,Undefined
136829091,Whitemon,8214850,Undefined
143278997,Hyde-,8597976,Undefined
148526973,Jaunuel,350190,Undefined
152545459,Gabbi,8214850,Undefined
152859296,Jhocam,8572181,Undefined
155494381,TIMS,7732977,Undefined
156328257,Fbz,7732977,Undefined
164532005,Armel,350190,Undefined
181716137,inYourdreaM,8572181,Undefined
184950344,Kuku,8214850,Undefined
193815691,Q,8597976,Undefined
220154695,mks,8668460,Undefined
228517469,xiaobonbon,8668460,Undefined
301750126,Mikoto,8597976,Undefined
324277900,Yopaj-,7732977,Undefined
353479702,Tmv,8525778,Undefined
355168766,Natsumi-,8525778,Undefined
363724571,X1aOyU,8668460,Undefined
375507918,23savage,8597976,Undefined
392565237,JACKBOYS,7732977,Undefined
