team_id,team_name,team_tag
4,EHOME,EHOME
15,PSG.LGD,PSG.LGD
726228,Vici Gaming,VG
6209804,Royal Never Give Up,RNG
7453020,Aster.Aries,Aries
8261500,Xtreme  Gaming,XG
8582076,Dandelion Esports Club,DEC
