player_id,player_name,team_id,player_role
94296097,xNova,6209804,Undefined
94738847,Chalice,6209804,Undefined
106863163,Somnus,6209804,Undefined
107081378,小蜘蛛,726228,Undefined
107803494,Ori,6209166,Undefined
108221389,RedPanda,7453020,Undefined
111114687,y`,15,Undefined
114645455,xiaoma123,726228,Undefined
118134220,Faith_bian,15,Undefined
129958758,Xxs,6209166,Undefined
134276083,old eLeVeN,8261500,Undefined
137129583,Xm,726228,Undefined
137193239,Paparazi灬,8261500,Undefined
138543123,Pyw,8261500,Undefined
139031324,Beyond,8582076,Undefined
139876032,kaka,6209804,Undefined
139937922,Yang,726228,Undefined
143693439,Dy,8261500,Undefined
147767183,zeal,4,Undefined
148215639,Monet,6209166,Undefined
150961567,planet,4,Undefined
157475523,XinQ,15,Undefined
158847773,天命,8582076,Undefined
162926943,TK,7453020,Undefined
165178538,生死,7453020,Undefined
173978074,NothingToSay,15,Undefined
183378746,皮球,6209166,Undefined
185908355,lou,8261500,Undefined
192819341,SJ,8582076,Undefined
206642367,Ghost,6209804,Undefined
207829314,BoBoKa,6209166,Undefined
227657377,Summer,8582076,Undefined
249835593,zzq,4,Undefined
250547284,Ulu,7453020,Undefined
255219872,一,7453020,Undefined
277141004,Erika,726228,Undefined
293950128,zc,8582076,Undefined
315272623,Echo,4,Undefined
320252024,shiro,4,Undefined
898754153,萧瑟,15,Undefined
