node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,time
1,,3,0,0,4,15,1654596000
2,,3,0,0,4,726228,0
3,,3,0,0,4,6209166,1656237600
4,,3,0,0,4,6209804,1655449200
5,,3,0,0,4,7453020,1656928800
6,,3,0,0,4,8261500,1655805600
7,,3,0,0,4,8582076,0
8,,3,0,0,15,726228,1655632800
9,,3,0,0,15,6209166,0
10,,3,0,0,15,6209804,0
11,,3,0,0,15,7453020,1656054000
12,,3,0,0,15,8261500,1656842400
13,,3,0,0,15,8582076,1655017200
14,,3,0,0,726228,6209166,1655200800
15,,3,0,0,726228,6209804,1656226800
16,,3,0,0,726228,7453020,1657004400
17,,3,0,0,726228,8261500,1655028000
18,,3,0,0,726228,8582076,1656658800
19,,3,0,0,6209166,6209804,1656831600
20,,3,0,0,6209166,7453020,1654585200
21,,3,0,0,6209166,8261500,0
22,,3,0,0,6209166,8582076,1655794800
23,,3,0,0,6209804,7453020,1655622000
24,,3,0,0,6209804,8261500,0
25,,3,0,0,6209804,8582076,1654844400
26,,3,0,0,7453020,8261500,1655190000
27,,3,0,0,7453020,8582076,0
28,,3,0,0,8261500,8582076,1656410400
