player_id,player_name,team_id,player_role
40805086,mellojul,36,NA
72393079,Worick,8588969,Mid
86785083,AfterLife,8376696,Core
93817671,Malady,36,NA
94049589,Fng,8724984,Support
106305042,Larl,7119388,Mid
108958769,pantomem,8376696,Support
113331514,Miposhka,7119388,Support
117421467,SoNNeikO,8944440,NA
123023873,squad1x,8724984,Mid
124801257,Nightfall,8255888,NA
132851371,RAMZES666,7422789,NA
134556694,Solo,7422789,NA
140729406,Lefitan,8588969,Support
145065875,sayuw,8724984,Support
155056441,dizzying,8944440,NA
159020918,RodjER,8944440,NA
161839895,Antares,7422789,NA
165564598,MieRo`,7422789,NA
168126336,Cloud,8588969,Core
172099728,Kiritych~,8724984,Core
185996267,Gilgir,8376696,Support
194979527,shigetsu,36,NA
195108598,Noticed,8724984,Core
196482746,Ainkrad,8376696,Mid
203351055,Malik,36,NA
234699894,Blizzy,8944440,NA
241519559,Kami,8588969,Core
256156323,Mira,7119388,Support
302214028,Collapse,7119388,Core
317880638,Save-,8255888,NA
321580662,Yatoro雨,7119388,Core
326327879,Danial,36,NA
331855530,Pure~,8255888,NA
344861218,HappyDyurara,8588969,Support
431770905,TORONTOTOKYO,8255888,NA
439345730,reibl,8944440,NA
480412663,gpk~,8255888,NA
858106446,kiyotaka,7422789,NA
904131336,Munkushi~太阳,8376696,Core
