node_group_id,node_group_name,node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,team_wins_1,team_wins_2,time
2,Round Robin,1,Beastcoast VS Vivo Keyd Stars,3,0,0,8254400,1061269,2,0,1678640400
2,Round Robin,2,Vivo Keyd Stars VS Thunder Awaken,3,0,0,1061269,7391077,1,2,1678834800
2,Round Robin,3,Vivo Keyd Stars VS No Runes,3,0,0,1061269,8118197,2,1,1679245200
2,Round Robin,4,Alliance.LATAM VS Vivo Keyd Stars,3,0,0,7119077,1061269,2,0,1680379200
2,Round Robin,5,Evil Geniuses VS Vivo Keyd Stars,3,0,0,8255756,1061269,2,0,1679850000
2,Round Robin,6,Vivo Keyd Stars VS Infinity,3,0,0,1061269,8375259,0,2,1680044400
2,Round Robin,7,Vivo Keyd Stars VS Qhali,3,0,0,1061269,8702318,2,0,1679428800
2,Round Robin,8,Alliance.LATAM VS Thunder Awaken,3,0,0,7119077,7391077,1,2,1680022800
2,Round Robin,9,Alliance.LATAM VS No Runes,3,0,0,7119077,8118197,1,2,1678662000
2,Round Robin,10,Beastcoast VS Alliance.LATAM,3,0,0,8254400,7119077,2,0,1679612400
2,Round Robin,11,Evil Geniuses VS Alliance.LATAM,3,0,0,8255756,7119077,2,0,1678996800
2,Round Robin,12,Alliance.LATAM VS Infinity,3,0,0,7119077,8375259,1,2,1679439600
2,Round Robin,13,Alliance.LATAM VS Qhali,3,0,0,7119077,8702318,2,0,1679860800
2,Round Robin,14,Thunder Awaken VS No Runes,3,0,0,7391077,8118197,2,1,1679601600
2,Round Robin,15,Beastcoast VS Thunder Awaken,3,0,0,8254400,7391077,2,1,1679007600
2,Round Robin,16,Evil Geniuses VS Thunder Awaken,3,0,0,8255756,7391077,2,0,1679256000
2,Round Robin,17,Thunder Awaken VS Inifnity,3,0,0,7391077,8375259,2,0,1680217200
2,Round Robin,18,Thunder Awaken VS Qhali,3,0,0,7391077,8702318,2,0,1678651200
2,Round Robin,19,Beastcoast VS No Runes,3,0,0,8254400,8118197,2,0,1680195600
2,Round Robin,20,Evil Geniuses VS No Runes,3,0,0,8255756,8118197,2,1,1679418000
2,Round Robin,21,Infinity VS No Runes,3,0,0,8375259,8118197,1,2,1678986000
2,Round Robin,22,No Runes VS Qhali,3,0,0,8118197,8702318,1,2,1680033600
2,Round Robin,23,Beastcoast VS Evil Geniuses,3,0,0,8254400,8255756,1,1,1680390000
2,Round Robin,24,Beastcoast VS Infinity,3,0,0,8254400,8375259,2,1,1679266800
2,Round Robin,25,Beastcoast VS Qhali,3,0,0,8254400,8702318,2,1,1678813200
2,Round Robin,26,Evil Geniuses VS Infinity,3,0,0,8255756,8375259,2,1,1678824000
2,Round Robin,27,Evil Geniuses VS Qhali,3,0,0,8255756,8702318,2,1,1680206400
2,Round Robin,28,Infinity VS Qhali,3,0,0,8375259,8702318,2,1,1679590800
