team_id,team_name,team_tag
1061269,Vivo Keyd Stars,VKS
7119077,Alliance.LATAM,A.LATAM
8118197,Infamous R,INFR
8255756,Evil Geniuses,EG
8375259,Infinity,Infinity
8702318,Qhali,Qhali
