player_id,player_name,team_id,player_role
10366616,Sneyking,8291895,Support
16497807,tOfu,8599101,Support
27178898,Skylark,7300277,Core
34505203,mc,7554697,Core
54580962,Insania,2163,Support
56351509,DM,2586976,Core
73562326,zai,2163,Core
77490514,Boxi,2163,Support
82262664,KuroKy,7554697,Support
86698277,33,8291895,Core
91730177,Seleri,8599101,Support
92949094,SsaSparTaN.,7300277,Support
93618577,bzm,2586976,Mid
93845249,Wuiter,8894818,Core
94786276,Nine,8291895,Mid
96183976,TA2000,8894818,Core
96803083,Stormstormer,8605863,Mid
97590558,Ace ♠,8599101,Core
100058342,skiter,8291895,Core
101356886,GH,7554697,Support
103735745,Saksa,8291895,Support
111620041,Suma1L-,7554697,Mid
115464954,dEsire.n3ttlee ❤️,7300277,Support
116934015,dyrachyo,8599101,Core
117483894,Chu,2586976,Support
120613892,W1sh-,7300277,Mid
127565532,Fishman,8605863,Support
140288368,Tobi,8605863,Core
140297552,No!ob™,8894818,Mid
152168157,OmaR,8894818,Support
152962063,m1CKe,2163,Mid
167976729,yuragi,2586976,Core
171097887,Nande,7300277,Core
171262902,医者watson`,8605863,Core
183719386,AMMAR_THE_F,7554697,Core
196878136,Kataomi`,8605863,Support
201358612,Nisha,2163,Core
221666230,Quinn,8599101,Mid
320219866,kaori,8894818,Support
401792574,Taiga,2586976,Support
