node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,time
1,,3,0,0,4,5,1641531600
2,,3,0,0,4,15,1642482000
3,,3,0,0,4,726228,1642320000
4,,3,0,0,4,6209166,1641888000
5,,3,0,0,4,8118983,1641186000
6,,3,0,0,4,8124688,1642395600
7,,3,0,0,4,6209804,1641801600
8,,3,0,0,5,15,1642935600
9,,3,0,0,5,726228,1642147200
10,,3,0,0,5,6209166,1642503600
11,,3,0,0,5,8118983,1641704400
12,,3,0,0,5,8124688,1642309200
13,,3,0,0,5,6209804,1641294000
14,,3,0,0,15,726228,1641726000
15,,3,0,0,15,6209166,1641196800
16,,3,0,0,15,8118983,1641283200
17,,3,0,0,15,8124688,1641898800
18,,3,0,0,15,6209804,1642330800
19,,3,0,0,726228,6209166,1641542400
20,,3,0,0,726228,8118983,1642914000
21,,3,0,0,726228,8124688,1641272400
22,,3,0,0,726228,6209804,1642492800
23,,3,0,0,6209166,8118983,1642406400
24,,3,0,0,6209166,8124688,1641790800
25,,3,0,0,6209166,6209804,1642924800
26,,3,0,0,8118983,8124688,1642136400
27,,3,0,0,8118983,6209804,1641877200
28,,3,0,0,8124688,6209804,1641715200
