node_group_id,node_group_name,node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,team_wins_1,team_wins_2,time
2,Round Robin,1,Match 10,3,0,0,8169775,8214850,0,2,1679288400
2,Round Robin,2,Match 28,3,0,0,8169775,8244493,0,2,1680498000
2,Round Robin,3,Match 13,3,0,0,8169775,8254145,0,2,1679461200
2,Round Robin,4,Match 7,3,0,0,8169775,8261554,1,2,1679029200
2,Round Robin,5,Match 23,3,0,0,8169775,8525778,2,0,1680076800
2,Round Robin,6,Match 4,3,0,0,8169775,8597976,1,1,1678856400
2,Round Robin,7,Match 18,3,0,0,8169775,8668460,1,2,1679655600
2,Round Robin,8,Match 24,3,0,0,8214850,8244493,2,0,1680087600
2,Round Robin,9,Match 5,3,0,0,8214850,8254145,0,2,1678867200
2,Round Robin,10,Match 2,3,0,0,8214850,8261554,1,2,1678694400
2,Round Robin,11,Match 20,3,0,0,8214850,8525778,1,2,1679904000
2,Round Robin,12,Match 27,3,0,0,8214850,8597976,0,2,1680260400
2,Round Robin,13,Match 15,3,0,0,8214850,8668460,0,2,1679482800
2,Round Robin,14,Match 9 ,3,0,0,8244493,8254145,2,0,1679050800
2,Round Robin,15,Match 19,3,0,0,8244493,8261554,2,0,1679893200
2,Round Robin,16,Match 6,3,0,0,8244493,8525778,2,0,1678878000
2,Round Robin,17,Match 14,3,0,0,8244493,8597976,1,2,1679472000
2,Round Robin,18,Match 1,3,0,0,8244493,8668460,2,0,1678683600
2,Round Robin,19,Match 25,3,0,0,8254145,8261554,2,1,1680238800
2,Round Robin,20,Match 3,3,0,0,8254145,8525778,2,0,1678705200
2,Round Robin,21,Match 17,3,0,0,8254145,8597976,0,2,1679644800
2,Round Robin,22,Match 21,3,0,0,8254145,8668460,2,1,1679914800
2,Round Robin,23,Match 16,3,0,0,8261554,8525778,2,1,1679634000
2,Round Robin,24,Match 22,3,0,0,8261554,8597976,0,2,1680066000
2,Round Robin,25,Match 12,3,0,0,8261554,8668460,2,0,1679310000
2,Round Robin,26,Match 11,3,0,0,8525778,8597976,0,2,1679299200
2,Round Robin,27,Match 26,3,0,0,8525778,8668460,0,2,1680249600
2,Round Robin,28,Match 8,3,0,0,8597976,8668460,2,1,1679040000
