player_id,player_name,team_id,player_role
72393079,Worick,8588969,NA
86785083,AfterLife,8376696,Core
92487440,Vazya,5014799,Core
94049589,Fng,8724984,Support
106305042,Larl,7119388,Mid
106809101,LIL,8588969,NA
107023378,so bad,5014799,Support
108958769,pantomem,8376696,Support
113331514,Miposhka,7119388,Support
116881520,Palantimos,9019673,Core
123023873,squad1x,8724984,Mid
124286163,Mary_y,9019673,Support
124801257,Nightfall,8255888,Core
125445069,v1olent`,5014799,Core
132851371,RAMZES666,7422789,Core
134556694,Solo,7422789,Support
145065875,sayuw,8724984,Support
161839895,Antares,7422789,Support
165564598,MieRo`,7422789,Core
168126336,Cloud,8588969,NA
172099728,Kiritych~,8724984,Core
185996267,Gilgir,8376696,Support
195108598,Noticed,8724984,Core
196482746,Ainkrad,8376696,Mid
241519559,Kami,8588969,NA
241884166,Hellscream,5014799,Support
256156323,Mira,7119388,Support
302214028,Collapse,7119388,Core
312436974,CHIRA_JUNIOR,9019673,Mid
317880638,Save-,8255888,Support
321580662,Yatoro雨,7119388,Core
331855530,Pure~,8255888,Core
344861218,HappyDyurara,8588969,NA
348703642,Bekzhan,9019673,Support
372801387,Shergarat (Vladimir),9019673,Core
431770905,TORONTOTOKYO,8255888,Support
480412663,gpk~,8255888,Mid
858106446,kiyotaka,7422789,Mid
898455820,Malr1ne,5014799,Mid
904131336,Munkushi~太阳,8376696,Core
