node_group_id,node_group_name,node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,team_wins_1,team_wins_2,time
2,Round Robin,1,Spirit vs Nemiga,3,0,0,5014799,7119388,1,2,1685185200
2,Round Robin,2,9Pandas vs Nemiga,3,0,0,5014799,7422789,1,2,1684245600
2,Round Robin,3,BB vs Nemiga,3,0,0,5014799,8255888,0,0,1685887200
2,Round Robin,4,OM vs Nemiga,3,0,0,5014799,8376696,2,0,1684591200
2,Round Robin,5,HYDRA vs Nemiga,3,0,0,5014799,8588969,0,2,1684062000
2,Round Robin,6,VP vs Nemiga,3,0,0,5014799,8724984,1,1,1685790000
2,Round Robin,7,Nemiga vs UALEIKUM,3,0,0,5014799,9019673,2,0,1684407600
2,Round Robin,8,9Pandas vs Spirit,3,0,0,7119388,7422789,0,0,1685811600
2,Round Robin,9,Spirit vs BB,3,0,0,7119388,8255888,2,1,1685455200
2,Round Robin,10,Spirit vs OM,3,0,0,7119388,8376696,2,1,1685628000
2,Round Robin,11,Spirit vs HYDRA,3,0,0,7119388,8588969,2,1,1685282400
2,Round Robin,12,Spirit vs VP,3,0,0,7119388,8724984,2,1,1685023200
2,Round Robin,13,Spirit vs UALEIKUM,3,0,0,7119388,9019673,2,1,1684850400
2,Round Robin,14,9Pandas vs BB,3,0,0,7422789,8255888,0,2,1685206800
2,Round Robin,15,9Pandas vs OM,3,0,0,7422789,8376696,2,0,1684677600
2,Round Robin,16,9Pandas vs HYDRA,3,0,0,7422789,8588969,2,0,1685617200
2,Round Robin,17,9Pandas vs VP,3,0,0,7422789,8724984,0,0,1685898000
2,Round Robin,18,9Pandas vs UALEIKUM,3,0,0,7422789,9019673,2,1,1684580400
2,Round Robin,19,BB vs OM,3,0,0,8255888,8376696,2,0,1685012400
2,Round Robin,20,BB vs HYDRA,3,0,0,8255888,8588969,2,0,1684418400
2,Round Robin,21,BB vs VP,3,0,0,8255888,8724984,2,0,1684602000
2,Round Robin,22,BB vs UALEIKUM,3,0,0,8255888,9019673,0,0,1685800800
2,Round Robin,23,OM vs HYDRA,3,0,0,8376696,8588969,2,1,1684234800
2,Round Robin,24,VP vs OM,3,0,0,8376696,8724984,0,2,1685271600
2,Round Robin,25,OM vs UALEIKUM,3,0,0,8376696,9019673,2,0,1684072800
2,Round Robin,26,VP vs HYDRA,3,0,0,8588969,8724984,1,2,1684839600
2,Round Robin,27,HYDRA vs UALEIKUM,3,0,0,8588969,9019673,2,0,1685196000
2,Round Robin,28,VP vs UALEIKUM,3,0,0,8724984,9019673,2,0,1685444400
