node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,time
1,Liquid vs OG,3,0,0,2163,2586976,1644584400
2,GG vs Tundra,3,0,0,8599101,8291895,1644595200
3,UB Final,3,1,2,2163,8599101,1644670800
4,Grand Final,5,3,6,2163,8599101,1644768000
5,LB Match 1,3,1,2,2586976,8291895,1644681600
6,LB Final,3,3,5,8599101,2586976,1644757200
