team_id,team_name,team_tag
7119077,Hokori,Hokori
7391077,Thunder Awaken,THUNDER
8118197,Infamous Gaming,INF
8254400,beastcoast,bc
8255756,Evil Geniuses,EG
8375259,Infinity,Infinity
8740097,Mad Kings Esports,MK
8856662,Balrogs  Esports™ ,Balrogs™
