node_group_id,node_group_name,node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,team_wins_1,team_wins_2,time
8,Group A,43,Match 1A,2,0,0,7390454,2163,0,2,1659625200
8,Group A,44,Match 1B,2,0,0,8724984,6209804,1,1,1659625200
8,Group A,45,Match 1C,2,0,0,350190,2586976,1,1,1659625200
8,Group A,46,Match 1D,2,0,0,15,8597976,2,0,1659625200
8,Group A,47,Match 5A,2,0,0,15,2586976,2,0,1659711600
8,Group A,48,Match 5B,2,0,0,350190,6209804,1,1,1659711600
8,Group A,49,Match 5C,2,0,0,8724984,8597976,2,0,1659711600
8,Group A,50,Match 5D,2,0,0,7391077,7390454,1,1,1659718800
8,Group A,51,Match 3A,2,0,0,2163,2586976,1,1,1659639600
8,Group A,52,Match 3B,2,0,0,350190,8724984,1,1,1659639600
8,Group A,53,Match 3C,2,0,0,8597976,7391077,1,1,1659639600
8,Group A,54,Match 3D,2,0,0,6209804,7390454,1,1,1659639600
8,Group A,55,Match 7A,2,0,0,7390454,8597976,0,2,1659726000
8,Group A,56,Match 7B,2,0,0,2163,8724984,1,1,1659726000
8,Group A,57,Match 7C,2,0,0,350190,15,0,2,1659726000
8,Group A,58,Match 7D,2,0,0,7391077,6209804,0,2,1659726000
8,Group A,59,Match 9A,2,0,0,2163,15,0,2,1659798000
8,Group A,60,Match 9B,2,0,0,350190,7391077,1,1,1659798000
8,Group A,61,Match 9C,2,0,0,6209804,8597976,2,0,1659798000
8,Group A,62,Match 9D,2,0,0,2586976,7390454,1,1,1659798000
8,Group A,63,Match 11A,2,0,0,2586976,6209804,2,0,1659812400
8,Group A,64,Match 11B,2,0,0,2163,350190,0,2,1659812400
8,Group A,65,Match 11C,2,0,0,15,7390454,1,1,1659812400
8,Group A,66,Match 11D,2,0,0,8724984,7391077,1,1,1659812400
8,Group A,67,Match 12A,2,0,0,2586976,7391077,2,0,1659884400
8,Group A,68,Match 12B,2,0,0,15,8724984,2,0,1659884400
8,Group A,69,Match 12C,2,0,0,8597976,2163,1,1,1659884400
8,Group A,70,Match 12D,2,0,0,7390454,350190,0,2,1659884400
8,Group A,71,Match 13A,2,0,0,6209804,15,0,2,1659898800
8,Group A,72,Match 13B,2,0,0,350190,8597976,1,1,1659898800
8,Group A,73,Match 13C,2,0,0,7391077,2163,1,1,1659898800
8,Group A,74,Match 13D,2,0,0,2586976,8724984,0,2,1659898800
8,Group A,75,Match 15,2,0,0,8597976,2586976,0,2,1659970800
8,Group A,76,Match 15B,2,0,0,7391077,15,0,2,1659970800
8,Group A,77,Match 15C,2,0,0,7390454,8724984,0,2,1659970800
8,Group A,78,Match 15D,2,0,0,6209804,2163,1,1,1659970800
9,Group B,137,Match 12A,2,0,0,36,39,0,2,1659819600
9,Group B,138,Match 6D,2,0,0,36,6209166,1,1,1659711600
9,Group B,139,Match 14B,2,0,0,36,7119388,0,2,1659891600
9,Group B,140,Match 10C,2,0,0,36,7732977,0,2,1659805200
9,Group B,141,Match 4D,2,0,0,36,8254400,2,0,1659646800
9,Group B,142,Match 8A,2,0,0,36,8291895,2,0,1659733200
9,Group B,143,Match 2C,2,0,0,36,8605863,0,2,1659632400
9,Group B,144,Match 2A,2,0,0,39,6209166,0,2,1659632400
9,Group B,145,Match 6A,2,0,0,39,7119388,2,0,1659718800
9,Group B,146,Match 4B,2,0,0,39,7732977,0,2,1659646800
9,Group B,147,Match 8B,2,0,0,39,8254400,1,1,1659733200
9,Group B,148,Match 10A,2,0,0,39,8291895,1,1,1659805200
9,Group B,149,Match 14D,2,0,0,39,8605863,0,2,1659891600
9,Group B,150,Match 8D,2,0,0,6209166,7119388,1,1,1659733200
9,Group B,151,Match 14A,2,0,0,6209166,7732977,1,1,1659891600
9,Group B,152,Match 10D,2,0,0,6209166,8254400,1,1,1659805200
9,Group B,153,Match 12D,2,0,0,6209166,8291895,2,0,1659819600
