player_id,series_id,series_type,match_id,start_time,win,kills,deaths,creep_score,gold_per_min,tower_kills,roshan_kills,team_fight,obs_wards_planted,camps_stacked,runes_grabbed,first_blood,stuns,total
10366616,771784,1,7119885413,1682176922,0,1.8,-0.3,0.111,0.714,0,0,2.32258,8,0.5,6,4,1.16835,24.31593
100058342,771784,1,7119885413,1682176922,0,2.7,0.9,2.745,1.808,3,1,1.64516,0,2.5,1,0,1.03501,18.33317
94786276,771784,1,7119885413,1682176922,0,2.1,0.6,1.017,1.04,1,1,1.74194,0.5,0.5,1.5,0,4.36831,15.36725
86698277,771784,1,7119885413,1682176922,0,0.9,0.9,0.891,0.912,4,1,1.93548,0,2,1.25,0,0.10833,13.89681
92601861,771784,1,7119885413,1682176922,0,1.8,0.6,0.339,0.742,0,0,2.41935,5,0.5,2.25,0,1.19836,14.84871
86745912,771784,1,7119885413,1682176922,1,5.7,1.5,1.98,1.614,6,1,1.82927,0.5,3,1,0,1.44335,25.56662
917164766,771784,1,7119885413,1682176922,1,3,0.9,1.533,1.308,0,0,2.12195,0.5,5.5,5.25,0,4.28664,24.39959
126212866,771784,1,7119885413,1682176922,1,0.6,1.2,1.101,1.038,2,0,2.70732,0,1,1.25,0,4.30325,15.19956
94155156,771784,1,7119885413,1682176922,1,2.1,1.5,0.477,0.87,0,0,2.63415,8.5,2,0.75,0,3.62003,22.45117
25907144,771784,1,7119885413,1682176922,1,0.9,0.6,0.252,0.726,0,0,2.4878,4.5,1,1.25,0,9.58835,21.30415
10366616,771784,1,7119695715,1682171523,1,0.6,0,0.135,0.754,1,0,2.44737,8,1,2.5,0,0,16.43637
100058342,771784,1,7119695715,1682171523,1,3,2.1,2.823,1.978,2,1,2.13158,0.5,1,1.25,0,4.74021,22.52279
94786276,771784,1,7119695715,1682171523,1,4.5,0.6,1.197,1.366,3,0,2.76316,0.5,0.5,2.5,0,1.78171,18.70786
86698277,771784,1,7119695715,1682171523,1,2.1,1.8,0.864,1.364,0,1,2.60526,0,1,1.25,0,1.75675,13.74001
92601861,771784,1,7119695715,1682171523,1,0.9,0.6,0.393,0.78,1,0,2.05263,4,0.5,2.5,0,0.82001,13.54564
86745912,771784,1,7119695715,1682171523,0,0.6,0.6,2.235,1.842,0,0,1.54545,0,8.5,0.5,0,5.58321,21.40566
917164766,771784,1,7119695715,1682171523,0,2.1,1.2,1.86,1.328,1,0,1.81818,1,0.5,3.25,0,1.54998,15.60616
126212866,771784,1,7119695715,1682171523,0,4.8,0.9,0.807,0.94,1,1,2.54545,0.5,0,1.75,4,3.52999,21.77245
94155156,771784,1,7119695715,1682171523,0,1.8,1.2,0.414,0.654,0,0,2.18182,4.5,2.5,2.25,0,3.24003,18.73985
25907144,771784,1,7119695715,1682171523,0,0.6,-0.6,0.234,0.552,0,0,2.27273,7.5,0,2,0,1.9884,14.54713
86745912,771784,1,7119577917,1682168106,1,3.9,2.4,0.477,1.276,0,1,1.9,0,0,0.5,0,0.13001,11.58301
917164766,771784,1,7119577917,1682168106,1,2.7,3,0.468,1.142,1,0,1.4,0.5,0,2,0,0,12.21
126212866,771784,1,7119577917,1682168106,1,1.5,2.7,0.348,0.98,1,0,2.3,0,0,0.5,4,1.31003,14.63803
94155156,771784,1,7119577917,1682168106,1,0.3,3,0.324,0.928,5,1,1.7,2.5,1,1,0,0,16.752
25907144,771784,1,7119577917,1682168106,1,0.6,1.8,0.045,0.658,0,0,2.3,2,0,2,0,1.40499,10.80799
10366616,771784,1,7119577917,1682168106,0,0.6,0.6,0.279,0.69,0,0,1.28571,1.5,0,1,0,0.205,6.15971
100058342,771784,1,7119577917,1682168106,0,0,0.6,0.63,0.902,0,0,0.85714,0.5,1,0,0,0.84001,5.32915
94786276,771784,1,7119577917,1682168106,0,0.6,1.5,0.321,0.666,0,0,1.71429,0.5,0,1.25,0,0,6.55129
86698277,771784,1,7119577917,1682168106,0,0.6,2.1,0.606,1.258,0,0,2.14286,0.5,0,0.25,0,0.08,7.53686
92601861,771784,1,7119577917,1682168106,0,0.3,1.2,0.123,0.478,0,0,2.57143,3,0,0.5,0,0.55,8.72243
119631156,771231,1,7115328231,1681984178,0,2.4,1.2,0.276,0.722,0,0,2.14286,4.5,4,0.25,0,3.63658,19.12743
408729743,771231,1,7115328231,1681984178,0,0.3,1.2,0.555,0.734,0,0,0.85714,0,1,0.25,0,2.28876,7.18491
352545711,771231,1,7115328231,1681984178,0,0.9,0.9,0.621,0.896,0,1,2.14286,1,0,2.25,0,2.59666,12.30652
164685175,771231,1,7115328231,1681984178,0,1.8,1.2,1.209,1.36,6,0,2.14286,0,0,0.75,4,0.40836,18.87021
157989498,771231,1,7115328231,1681984178,0,0.6,-0.3,0.057,0.518,0,0,2.28571,3.5,1,0.25,0,0,7.91071
10366616,771231,1,7115328231,1681984178,1,1.5,1.5,0.282,0.854,0,0,2.08333,5,3.5,2,0,0.7004,17.41973
100058342,771231,1,7115328231,1681984178,1,2.1,2.4,1.254,1.43,5,0,1.83333,0,2,1,0,0.44331,17.46064
94786276,771231,1,7115328231,1681984178,1,0.6,1.5,0.819,1.064,1,0,1.91667,1,0.5,2.5,0,2.88515,13.78481
86698277,771231,1,7115328231,1681984178,1,3.9,1.8,0.996,1.286,1,1,2.5,0,4.5,1.25,0,1.58166,19.81366
92601861,771231,1,7115328231,1681984178,1,2.4,1.5,0.285,0.778,0,0,2.16667,3,1.5,1.25,0,3.81021,16.68987
10366616,771231,1,7115273999,1681980907,1,0.6,1.5,0.141,0.666,0,0,1.68,2.5,0,2,0,0.4,9.487
100058342,771231,1,7115273999,1681980907,1,1.8,3,0.78,1.36,2,0,1.2,0,1.5,0.25,0,0,11.89
94786276,771231,1,7115273999,1681980907,1,1.8,2.7,0.261,1.278,0,0,2.52,0.5,0,2.25,4,0.76352,16.07252
86698277,771231,1,7115273999,1681980907,1,0.6,3,0.714,1.338,4,1,1.68,0,5,0.25,0,0.59167,18.17367
92601861,771231,1,7115273999,1681980907,1,2.7,2.4,0.135,0.802,0,0,2.16,1.5,0.5,0.25,0,0.75502,11.20202
119631156,771231,1,7115273999,1681980907,0,0.6,1.5,0.048,0.402,0,0,1.875,1.5,2,0.5,0,0,8.425
408729743,771231,1,7115273999,1681980907,0,0.6,1.2,0.249,0.608,1,0,1.125,0,0,0.5,0,1.45833,6.74033
352545711,771231,1,7115273999,1681980907,0,0.3,1.2,0.312,0.672,0,0,1.125,1,0,1.25,0,1.4083,7.2673
164685175,771231,1,7115273999,1681980907,0,0.6,2.4,0.597,1.024,0,0,1.875,0,0,0.5,0,0,6.996
157989498,771231,1,7115273999,1681980907,0,0.3,1.2,0.072,0.406,0,0,2.25,2,0,0.25,0,1.44987,7.92787
10366616,771008,1,7114335924,1681915867,1,0.3,3,0.195,0.696,2,0,2.35714,4.5,0,1,0,0,14.04814
100058342,771008,1,7114335924,1681915867,1,2.1,2.7,0.93,1.446,5,0,2.57143,0,2,0.5,4,0,21.24743
94786276,771008,1,7114335924,1681915867,1,0.6,2.7,0.561,1.002,2,0,1.92857,0.5,0.5,1.75,0,2.01219,13.55376
86698277,771008,1,7114335924,1681915867,1,0.3,2.7,0.588,1.04,1,1,1.5,0,0,0,0,0.8183,8.9463
92601861,771008,1,7114335924,1681915867,1,0.9,2.1,0.111,0.63,0,1,1.71429,2,1.5,1,0,0.36773,11.32302
292921272,771008,1,7114335924,1681915867,0,0.6,3,0.426,1.074,0,0,2,0,0.5,0.75,0,0.21665,8.56665
155332459,771008,1,7114335924,1681915867,0,0,1.2,0.027,0.43,0,0,2,2.5,1,1.25,0,3.90163,12.30863
153836240,771008,1,7114335924,1681915867,0,0.6,2.4,0.465,0.822,1,0,2,0.5,0,0.75,0,0,8.537
117089283,771008,1,7114335924,1681915867,0,0.3,1.8,0.051,0.394,0,0,2,3.5,2.5,0.75,0,0,11.295
339235645,771008,1,7114335924,1681915867,0,0.3,2.4,0.957,1.262,1,0,1.5,0,0.5,0.75,0,1.25002,9.91902
