node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,time
1,"NAVI vs Empire",3,0,0,36,46,1639058400
2,"NAVI vs VP",3,0,0,36,1883502,1642352400
3,"NAVI vs Spirit",3,0,0,36,7119388,1641747600
4,"NAVI vs HR",3,0,0,36,7422789,1641488400
5,"NAVI vs Mind Games",3,0,0,36,8255888,1639922400
6,"NAVI vs PuckChamp",3,0,0,36,8261648,1638464400
7,"NAVI vs ASM Gambit",3,0,0,36,8310936,1642093200
8,Empire vs VP,3,0,0,46,1883502,1641553200
9,Empire vs Spirit,3,0,0,46,7119388,1639738800
10,Empire vs HR,3,0,0,46,7422789,1642687200
11,Empire vs Mind Games,3,0,0,46,8255888,1642158000
12,Empire vs PuckChamp,3,0,0,46,8261648,1639317600
13,Team Empire vs ASM Gambit,3,0,0,46,8310936,1638453600
14,VP vs Spirit,3,0,0,1883502,7119388,1642698000
15,VP vs HR,3,0,0,1883502,7422789,1638723600
16,VP vs Mind Games,3,0,0,1883502,8255888,1639674000
17,Vp vs OuckChamp,3,0,0,1883502,8261648,1639933200
18,VP vs ASM Gambit,3,0,0,1883502,8310936,1639328400
19,Spirit vs HR,3,0,0,7119388,7422789,1642341600
20,Team Spirit vs Unique,3,0,0,7119388,8255888,1638529200
21,Spirit vs PuckChamp,3,0,0,7119388,8261648,1639069200
22,Spirit vs ASM Gambit,3,0,0,7119388,8310936,1641477600
23,HR vs Unique,3,0,0,7422789,8255888,1639134000
24,HR vs PuckChamp,3,0,0,7422789,8261648,1642082400
25,HR vs ASM Gambit,3,0,0,7422789,8310936,1639663200
26,Mind Games vs PuckChamp,3,0,0,8255888,8261648,1641736800
27,Mind Games vs ASM Gambit,3,0,0,8255888,8310936,1642762800
28,PuckChamp vs ASM Gambit,3,0,0,8261648,8310936,1638712800
