team_id,team_name,team_tag
5,INVICTUS GAMING,IG
15,PSG.LGD,PSG.LGD
6209166,Team Aster,Aster
7453020,Aster.Aries,Aries
8261500,Xtreme Gaming,XG
8574561,Azure Ray,AZR
9017079,Piggy Killer,
9018664,Team Bright,
