node_group_id,node_group_name,node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,team_wins_1,team_wins_2,time
2,Round Robin,1,,3,0,0,5,15,0,2,1684663200
2,Round Robin,2,,3,0,0,5,6209166,1,0,1685775600
2,Round Robin,3,,3,0,0,5,7453020,2,0,1685246400
2,Round Robin,4,,3,0,0,5,8261500,0,0,1685862000
2,Round Robin,5,,3,0,0,5,8574561,0,2,1685181600
2,Round Robin,6,,3,0,0,5,9017079,2,0,1684814400
2,Round Robin,7,,3,0,0,5,9018664,2,1,1684566000
2,Round Robin,8,,3,0,0,15,6209166,0,0,1685872800
2,Round Robin,9,,3,0,0,15,7453020,2,0,1684220400
2,Round Robin,10,,3,0,0,15,8261500,0,0,1685786400
2,Round Robin,11,,3,0,0,15,8574561,2,1,1685257200
2,Round Robin,12,,3,0,0,15,9017079,2,1,1684998000
2,Round Robin,13,,3,0,0,15,9018664,2,0,1685160000
2,Round Robin,14,,3,0,0,6209166,7453020,2,0,1684987200
2,Round Robin,15,,3,0,0,6209166,8261500,2,1,1685268000
2,Round Robin,16,,3,0,0,6209166,8574561,2,0,1684652400
2,Round Robin,17,,3,0,0,6209166,9017079,2,0,1684555200
2,Round Robin,18,,3,0,0,6209166,9018664,2,0,1684825200
2,Round Robin,19,,3,0,0,7453020,8261500,0,2,1685170800
2,Round Robin,20,,3,0,0,7453020,8574561,0,2,1684393200
2,Round Robin,21,,3,0,0,7453020,9017079,0,2,1685419200
2,Round Robin,22,,3,0,0,7453020,9018664,2,0,1685764800
2,Round Robin,23,,3,0,0,8261500,8574561,1,2,1684576800
2,Round Robin,24,,3,0,0,8261500,9017079,2,1,1684209600
2,Round Robin,25,,3,0,0,8261500,9018664,2,0,1684641600
2,Round Robin,26,,3,0,0,8574561,9017079,0,0,1685851200
2,Round Robin,27,,3,0,0,8574561,9018664,0,2,1685430000
2,Round Robin,28,,3,0,0,9017079,9018664,2,0,1684382400
