player_id,series_id,series_type,match_id,start_time,win,kills,deaths,creep_score,gold_per_min,tower_kills,roshan_kills,team_fight,obs_wards_planted,camps_stacked,runes_grabbed,first_blood,stuns,total
10366616,665289,1,6558179018,1651866189,1,2.1,1.5,0.255,0.662,1,0,2.43103,6.5,1,2.75,0,0,18.19803
100058342,665289,1,6558179018,1651866189,1,6.6,2.1,1.098,1.362,2,1,2.01724,0,1,1.25,4,2.68912,25.11637
94786276,665289,1,6558179018,1651866189,1,4.5,2.1,1.317,1.334,1,1,1.60345,0,0.5,3,0,0,16.35445
86698277,665289,1,6558179018,1651866189,1,2.1,1.5,0.819,1.356,1,0,1.44828,0,1.5,0.25,0,1.59341,11.56668
103735745,665289,1,6558179018,1651866189,1,1.8,0.9,0.366,0.782,1,0,2.12069,4,1.5,0.25,0,1.99998,14.71867
105248644,665289,1,6558179018,1651866189,0,2.4,1.5,1.431,1.29,1,1,1.95652,0.5,0.5,0.25,0,0,11.82752
34505203,665289,1,6558179018,1651866189,0,1.2,-0.3,0.681,0.822,1,0,1.56522,0,0,1.25,0,2.13833,8.35655
82262664,665289,1,6558179018,1651866189,0,0.6,-0.6,0.09,0.45,0,0,1.82609,7,0.5,0.75,0,4.90035,15.51644
101356886,665289,1,6558179018,1651866189,0,1.5,-1.5,0.27,0.67,0,0,1.82609,1.5,1.5,1.25,0,5.74968,12.76576
87197791,665289,1,6558179018,1651866189,0,0.9,-1.5,0.648,0.786,0,0,1.69565,1.5,0,3,0,2.34105,9.3707
10366616,665289,1,6558096676,1651863066,1,2.1,2.1,0.15,0.742,1,1,2.31429,1.5,1,0.75,0,0,12.65629
100058342,665289,1,6558096676,1651863066,1,3,2.4,0.486,1.124,3,0,1.62857,0,0.5,0.5,4,1.41747,18.05604
94786276,665289,1,6558096676,1651863066,1,1.8,2.7,0.438,0.994,0,0,1.88571,1,0.5,2.75,0,5.22115,17.28886
86698277,665289,1,6558096676,1651863066,1,2.1,2.4,0.618,1.23,2,0,2.05714,0,1,0.25,0,1.06888,12.72402
103735745,665289,1,6558096676,1651863066,1,1.5,2.4,0.162,0.69,0,0,1.71429,3.5,0,1,0,2.51177,13.47806
105248644,665289,1,6558096676,1651863066,0,0.6,0.3,0.414,0.764,0,0,2.1,0,0,0.25,0,0,4.428
34505203,665289,1,6558096676,1651863066,0,0.3,0.6,0.36,0.698,0,0,1.2,0,0,0.25,0,1.59843,5.00643
82262664,665289,1,6558096676,1651863066,0,0.3,1.2,0.105,0.42,0,0,2.1,2.5,1,1,0,0.93806,9.56306
101356886,665289,1,6558096676,1651863066,0,1.5,2.1,0.258,0.68,0,0,2.4,1.5,0,0.5,0,0,8.938
87197791,665289,1,6558096676,1651863066,0,0,0.3,0.372,0.664,0,0,1.8,1,0.5,1.25,0,0.26701,6.15301
10366616,664797,1,6555315497,1651690208,1,0,0,0.15,0.648,0,0,2.08696,3.5,0.5,1.75,0,0.63183,9.26678
100058342,664797,1,6555315497,1651690208,1,3.3,3,0.957,1.434,3,0,2.21739,0,0,1,0,1.35304,16.26143
94786276,664797,1,6555315497,1651690208,1,1.5,1.2,0.624,1.13,4,0,2.34783,0.5,0,1.25,0,2.07709,14.62891
86698277,664797,1,6555315497,1651690208,1,1.2,0.9,0.708,1.08,1,1,1.82609,0,0.5,0,0,0.87323,9.08732
103735745,664797,1,6555315497,1651690208,1,0.9,1.2,0.318,0.74,0,0,1.82609,3.5,0,1.75,0,0,10.23409
54580962,664797,1,6555315497,1651690208,0,0.9,2.1,0.357,0.616,0,0,1.75862,4.5,3.5,0.25,0,0,13.98162
73562326,664797,1,6555315497,1651690208,0,1.2,1.5,0.771,0.93,3,0,1.44828,0,1,1.75,0,1.77966,13.37893
152962063,664797,1,6555315497,1651690208,0,4.2,1.2,0.762,1.016,0,0,2.27586,0.5,1,2.5,0,1.98307,15.43693
77490514,664797,1,6555315497,1651690208,0,1.2,1.5,0.138,0.522,1,0,1.75862,3,0,0.5,0,0,9.61862
72312627,664797,1,6555315497,1651690208,0,1.2,1.8,1.101,1.14,0,1,1.03448,0,1,0.25,4,1.15541,13.68089
54580962,664797,1,6555237403,1651686870,0,0,1.5,0.219,0.53,0,0,1.71429,2.5,3.5,1.5,0,0,11.46329
73562326,664797,1,6555237403,1651686870,0,0.6,0.3,0.504,0.76,0,0,0.85714,0.5,0,0,0,0.12543,3.64657
152962063,664797,1,6555237403,1651686870,0,0.3,1.5,0.519,0.72,0,0,2.14286,0,0.5,0.75,0,1.13202,7.56388
