node_group_id,node_group_name,node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,team_wins_1,team_wins_2,time
2,Round Robin,1,,3,0,0,2163,1838315,2,0,1673283600
2,Round Robin,2,,3,0,0,2163,2586976,2,1,1674828000
2,Round Robin,3,,3,0,0,2163,7554697,2,0,1674234000
2,Round Robin,4,,3,0,0,2163,8291895,2,0,1673629200
2,Round Robin,5,,3,0,0,2163,8390848,2,0,1674061200
2,Round Robin,6,,3,0,0,2163,8599101,2,1,1674504000
2,Round Robin,7,,3,0,0,2163,8605863,2,0,1673888400
2,Round Robin,8,,3,0,0,1838315,2586976,0,2,1673445600
2,Round Robin,9,,3,0,0,1838315,7554697,0,0,1674849600
2,Round Robin,10,,3,0,0,1838315,8291895,0,2,1674244800
2,Round Robin,11,,3,0,0,1838315,8390848,2,0,1674493200
2,Round Robin,12,,3,0,0,1838315,8599101,0,2,1673618400
2,Round Robin,13,,3,0,0,1838315,8605863,1,2,1674050400
2,Round Robin,14,,3,0,0,2586976,7554697,1,2,1674655200
2,Round Robin,15,,3,0,0,2586976,8291895,0,2,1673272800
2,Round Robin,16,,3,0,0,2586976,8390848,2,0,1674223200
2,Round Robin,17,,3,0,0,2586976,8599101,2,0,1673877600
2,Round Robin,18,,3,0,0,2586976,8605863,2,1,1674482400
2,Round Robin,19,,3,0,0,7554697,8291895,1,2,1673467200
2,Round Robin,20,,3,0,0,7554697,8390848,0,2,1673640000
2,Round Robin,21,,3,0,0,7554697,8599101,1,2,1674072000
2,Round Robin,22,,3,0,0,7554697,8605863,0,0,1675022400
2,Round Robin,23,,3,0,0,8291895,8390848,2,1,1673899200
2,Round Robin,24,,3,0,0,8291895,8599101,0,0,1674838800
2,Round Robin,25,,3,0,0,8291895,8605863,1,2,1674676800
2,Round Robin,26,,3,0,0,8390848,8599101,0,2,1674666000
2,Round Robin,27,,3,0,0,8390848,8605863,0,2,1673456400
2,Round Robin,28,,3,0,0,8599101,8605863,2,1,1673294400
