node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,time
1,TNC Predator vs Fnatic,3,0,0,350190,2108395,1638950400
2,Fnatic vs BOOM,3,0,0,350190,7732977,1639209600
3,T1 vs Fnatic,3,0,0,350190,8214850,1642590000
4,Fnatic vs Team SMG,3,0,0,350190,8244493,1638604800
5,Fnatic vs Execration,3,0,0,350190,8254145,1642233600
6,Fnatic vs Motivate.Trust,3,0,0,350190,8261197,1641466800
7,Fnatic vs OB.Neon,3,0,0,350190,8360138,1639652400
8,T1 vs TNC Predator,3,0,0,2108395,8214850,1638345600
9,TNC Predator vs BOOM,3,0,0,2108395,7732977,1641628800
10,Team SMG vs TNC Predator,3,0,0,2108395,8244493,1642071600
11,TNC Predator vs Execration,3,0,0,2108395,8254145,1639825200
12,TNC Predator vs Motivate.Trust,3,0,0,2108395,8261197,1638615600
13,TNC Predator vs OB.Neon,3,0,0,2108395,8360138,1641974400
14,T1 vs BOOM,3,0,0,7732977,8214850,1642244400
15,T1 vs Team SMG,3,0,0,8214850,8244493,1639047600
16,Execration vs BOOM,3,0,0,7732977,8254145,1642579200
17,T1 vs Motivate.Trust,3,0,0,8214850,8261197,1641639600
18,T1 vs OB.Neon,3,0,0,8214850,8360138,1641369600
19,BOOM vs Team SMG,3,0,0,7732977,8244493,1639566000
20,T1 vs Execration,3,0,0,8214850,8254145,1641985200
21,BOOM vs Motivate.Trust,3,0,0,7732977,8261197,1639814400
22,OB.Neon vs BOOM,3,0,0,8360138,7732977,1638442800
23,Execration vs Team SMG,3,0,0,8244493,8254145,1641380400
24,Motivate.Trust vs Team SMG,3,0,0,8244493,8261197,1639220400
25,OB.Neon vs Team SMG,3,0,0,8244493,8360138,1642147200
26,Execration vs Motivate.Trust,3,0,0,8254145,8261197,1638356400
27,Execration vs OB.Neon,3,0,0,8254145,8360138,1638961200
28,Motivate.Trust vs OB.Neon,3,0,0,8261197,8360138,1642676400
