node_id,node_name,best_of,inc_id_1,inc_id_2,team_id_1,team_id_2,time
1,Wolf Team vs Infamous U.Esports,3,0,0,1061269,2672298,1656021600
2,Wolf Team vs Tempest,3,0,0,1061269,7119077,1655060400
3,Wolf Team vs Thunder Awaken,3,0,0,1061269,7391077,1656885600
4,Wolf Team vs Infinity,3,0,0,1061269,8118197,1657490400
5,Wolf Team vs Hokori,3,0,0,1061269,8131728,1657242000
6,Wolf Team vs Beastcoast,3,0,0,1061269,8254400,1655503200
7,Wolf Team vs SG,3,0,0,1061269,8255756,1657836000
8,Infamous U.Esports vs Tempest,3,0,0,2672298,7119077,1657306800
9,Infamous U.Esports vs Thunder Awaken,3,0,0,2672298,7391077,1654812000
10,Infamous U.Esports vs Infinity,3,0,0,2672298,8118197,1656270000
11,Infamous U.Esports vs Hokori,3,0,0,2672298,8131728,1657911600
12,Infamous U.Esports vs Beastcoast,3,0,0,2672298,8254400,1656712800
13,Infamous U.Esports vs SG Esports,3,0,0,2672298,8255756,1655416800
14,Tempest vs Thunder Awaken,3,0,0,7119077,7391077,1656108000
15,Tempest vs Infinity,3,0,0,7119077,8118197,1655492400
16,Tempest vs Hokori,3,0,0,7119077,8131728,1657479600
17,Tempest vs Beastcoast,3,0,0,7119077,8254400,1655676000
18,Tempest vs SG Esports,3,0,0,7119077,8255756,1656702000
19,Thunder Awaken vs Infinity,3,0,0,7391077,8118197,1657231200
20,Thunder Awaken vs Hokori,3,0,0,7391077,8131728,1655665200
21,Thunder Awaken vs Beastcoast,3,0,0,7391077,8254400,1657922400
22,Thunder Awaken vs SG Esports,3,0,0,7391077,8255756,1655071200
23,Infinity vs Hokori,3,0,0,8118197,8131728,1656874800
24,Infinity vs Beastcoast,3,0,0,8118197,8254400,1654898400
25,Infinity vs SG Esports,3,0,0,8118197,8255756,1656097200
26,Hokori vs Beastcoast,3,0,0,8131728,8254400,1656280800
27,Hokori vs SG Esports,3,0,0,8131728,8255756,1654887600
28,Beastcoast vs SG Esports,3,0,0,8254400,8255756,1657317600
