player_id,series_id,series_type,match_id,start_time,win,kills,deaths,creep_score,gold_per_min,tower_kills,roshan_kills,team_fight,obs_wards_planted,camps_stacked,runes_grabbed,first_blood,stuns,total
164948665,752342,1,7025752113,1676893825,0,1.5,0.3,0.906,1.126,2,1,1.3,0,0.5,0,0,0,8.632
153743768,752342,1,7025752113,1676893825,0,0.3,-0.9,0.042,0.556,0,0,1.7,3.5,0,0.75,0,2.61559,8.56359
399885807,752342,1,7025752113,1676893825,0,2.4,0,0.534,0.918,0,0,1.8,0.5,0.5,3,0,-0.07213,9.57987
875883083,752342,1,7025752113,1676893825,0,2.4,0.3,0.6,0.894,1,0,1.6,0.5,0,0.5,4,0.01003,11.80403
189398048,752342,1,7025752113,1676893825,0,2.1,0.9,0.327,0.766,0,0,2.2,4,0.5,0.75,0,1.83778,13.38078
277141004,752342,1,7025752113,1676893825,1,3.6,1.5,0.948,1.222,3,0,1.4375,0,1.5,0.75,0,1.80748,15.76498
139822354,752342,1,7025752113,1676893825,1,7.5,2.4,1.107,1.558,1,0,2.6875,1,0,2.25,0,0,19.5025
145957968,752342,1,7025752113,1676893825,1,2.1,1.2,0.567,1.334,2,0,1.9375,0,1.5,1.25,0,1.99747,13.88597
101695162,752342,1,7025752113,1676893825,1,1.2,0.6,0.162,0.618,0,0,2.0625,2.5,0,1.25,0,4.46361,12.85611
139937922,752342,1,7025752113,1676893825,1,0,0.3,0.366,0.574,0,0,1.25,5,0,0.5,0,3.329,11.319
164948665,752342,1,7025679389,1676890812,0,1.5,0.9,0.705,1.098,1,0,1.35,0,0.5,0.25,0,0,7.303
399885807,752342,1,7025679389,1676890812,0,1.2,0.3,0.405,0.754,0,0,2.55,1,1,1.75,0,2.11479,11.07379
153743768,752342,1,7025679389,1676890812,0,0.9,-0.6,0.129,0.51,0,0,1.35,3,3.5,0.5,0,0,9.289
875883083,752342,1,7025679389,1676890812,0,0.6,-0.6,0.09,0.464,0,0,2.1,2,1,0.5,0,1.31846,7.47246
189398048,752342,1,7025679389,1676890812,0,1.5,-0.6,0.372,0.686,1,0,1.65,0,0,0,0,0,4.608
277141004,752342,1,7025679389,1676890812,1,6.6,1.8,0.795,1.71,6,1,2.42308,0,0.5,0.25,0,1.65958,22.73765
139822354,752342,1,7025679389,1676890812,1,4.5,2.1,0.714,1.488,1,0,1.90385,0.5,0.5,2.5,0,0.70662,15.91247
145957968,752342,1,7025679389,1676890812,1,2.1,2.1,0.402,1.072,1,0,2.01923,0,0.5,0.25,4,3.47719,16.92042
101695162,752342,1,7025679389,1676890812,1,1.2,2.1,0.087,0.73,0,0,1.67308,2.5,3,1.25,0,1.69105,14.23112
139937922,752342,1,7025679389,1676890812,1,0.9,0.9,0.084,0.666,0,0,1.15385,3.5,1.5,0.75,0,0,9.45385
